#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
00550016	_hypernym	00548326
01579622	_hypernym	00173338
00854393	_hypernym	00854000
06742426	_hypernym	07170753
14006945	_hypernym	00024720
06520222	_hypernym	06628861
09076675	_instance_hypernym	08695539
01317064	_verb_group	00709205
06513366	_derivationally_related_form	00753428
01554799	_hypernym	01659248
12073007	_hypernym	11556857
12404729	_hypernym	13109733
12510343	_hypernym	13104059
00122106	_synset_domain_topic_of	08441203
00307419	_derivationally_related_form	03260293
05695232	_derivationally_related_form	00783042
09241929	_hypernym	09258715
02148377	_hypernym	01864707
12958921	_hypernym	13167078
01188725	_hypernym	02604760
02592244	_hypernym	01432517
02621258	_hypernym	02554730
03101667	_derivationally_related_form	05002822
01589286	_hypernym	01525720
12216628	_hypernym	13112664
12778926	_hypernym	11534677
11143458	_instance_hypernym	10088390
01835584	_hypernym	01507175
01537710	_hypernym	01507175
01047338	_derivationally_related_form	00169298
12916025	_hypernym	11579418
02426339	_hypernym	01864707
00841901	_derivationally_related_form	02193974
00087290	_synset_domain_topic_of	00612160
12626353	_hypernym	13112664
12838027	_member_meronym	12842765
anomaly:	02238887	_hypernym	01507175
01745722	_derivationally_related_form	04004767
00969260	_hypernym	00973056
08158460	_hypernym	08153437
12303349	_hypernym	11567411
00216607	_hypernym	00216174
02020450	_hypernym	01507175
00548913	_derivationally_related_form	07444668
05651242	_hypernym	00023271
11234951	_instance_hypernym	10566072
10281546	_hypernym	10625860
10354265	_derivationally_related_form	06052864
01249483	_hypernym	00217014
13894434	_derivationally_related_form	00263231
02450992	_hypernym	01864707
09629752	_derivationally_related_form	01835496
11635830	_hypernym	11630017
02178886	_hypernym	01759182
13015826	_hypernym	11592146
00445169	_hypernym	00140123
01169067	_hypernym	01168468
13259630	_hypernym	13258362
09141526	_has_part	09388121
02604657	_hypernym	01429349
13285176	_derivationally_related_form	02295208
14640434	_derivationally_related_form	00308534
02520015	_hypernym	01432517
10586998	_hypernym	10677713
07813107	_derivationally_related_form	00213353
10324560	_derivationally_related_form	02142775
03375443	_hypernym	03892891
05718935	_derivationally_related_form	01504625
02626590	_hypernym	01432517
01394901	_member_meronym	01396170
08043499	_synset_domain_topic_of	00759694
00106592	_derivationally_related_form	03450516
03282401	_hypernym	03169390
02416278	_derivationally_related_form	01202904
01929396	_member_meronym	01933686
09275473	_derivationally_related_form	02968325
14632648	_hypernym	14625458
12124505	_hypernym	11556857
12202712	_hypernym	11575425
01666431	_hypernym	01657723
11399866	_instance_hypernym	10705615
12391745	_hypernym	11562747
11790788	_hypernym	13121544
02400139	_member_meronym	02426634
01502262	_member_meronym	02048514
12838027	_member_meronym	12870392
02366105	_hypernym	02327200
02256354	_hypernym	02257370
06647614	_synset_domain_topic_of	06163751
03890713	_instance_hypernym	04511002
01593254	_derivationally_related_form	03138344
01191158	_hypernym	01187810
00914632	_hypernym	00913705
01316619	_hypernym	01315613
10269785	_derivationally_related_form	05664069
02489183	_hypernym	02488834
01504480	_hypernym	01090335
08798382	_has_part	08799123
07075172	_member_of_domain_usage	10117851
02153253	_hypernym	00722232
12593122	_hypernym	12582846
13733402	_derivationally_related_form	00733250
02553196	_member_meronym	02610834
03246052	_derivationally_related_form	01489465
04654337	_derivationally_related_form	01074650
00720063	_verb_group	00719734
04190464	_hypernym	02703275
11302772	_instance_hypernym	10214637
06416206	_derivationally_related_form	01626844
02310895	_also_see	01233347
13031956	_hypernym	11592146
08972521	_instance_hypernym	08544813
02163982	_member_meronym	02164464
08929922	_member_of_domain_region	13752911
02367363	_derivationally_related_form	00165942
12112488	_hypernym	11556857
04182708	_hypernym	04515129
04285803	_hypernym	02756098
01945381	_synset_domain_topic_of	00815801
00388635	_hypernym	01564144
11867525	_member_meronym	11883799
09071690	_has_part	09221723
02795169	_derivationally_related_form	01502540
06574841	_synset_domain_topic_of	06128570
08910668	_has_part	08912427
01605119	_member_meronym	01608432
02036053	_hypernym	02022684
06022727	_synset_domain_topic_of	06018465
00355691	_derivationally_related_form	02467003
02034300	_derivationally_related_form	00350380
12169776	_member_meronym	12187450
08125420	_synset_domain_topic_of	00759694
01233993	_derivationally_related_form	04105068
07886572	_derivationally_related_form	01663920
02489456	_derivationally_related_form	07452074
01921204	_derivationally_related_form	00291965
11902709	_hypernym	12205694
06753299	_synset_domain_topic_of	06163751
03385420	_hypernym	03892891
01701152	_hypernym	01698271
02963821	_hypernym	03221720
01814396	_derivationally_related_form	07537973
01182293	_derivationally_related_form	04638585
05311054	_has_part	05317354
01399772	_hypernym	08221348
04646548	_derivationally_related_form	02123314
01845627	_member_meronym	01858989
11982724	_hypernym	11579418
10763725	_derivationally_related_form	02641463
08984122	_instance_hypernym	08524735
01381604	_hypernym	01352059
02127358	_hypernym	02106506
01915131	_hypernym	01912159
00478262	_hypernym	00468480
08516885	_hypernym	08673395
02324182	_derivationally_related_form	10254392
12501745	_member_meronym	12505563
09211266	_instance_hypernym	09254614
09044862	_member_of_domain_region	08303692
01131515	_synset_domain_topic_of	08441203
09044862	_has_part	09131654
00604811	_derivationally_related_form	10694258
05580929	_derivationally_related_form	01232387
02058191	_derivationally_related_form	00555138
07496463	_derivationally_related_form	01798100
08957381	_has_part	08958334
08020242	_synset_domain_topic_of	00759694
08769329	_instance_hypernym	08654360
08849753	_has_part	09425835
15140892	_derivationally_related_form	10261041
10444194	_derivationally_related_form	01702514
anomaly:	13904843	_derivationally_related_form	09437369
01687441	_hypernym	01656813
09195615	_has_part	08735705
07127563	_hypernym	07127006
09945021	_synset_domain_topic_of	08199025
10629020	_derivationally_related_form	00969370
14560360	_derivationally_related_form	02274253
13452947	_hypernym	13459322
09275473	_has_part	08888676
08860123	_member_of_domain_region	10437014
06452601	_has_part	06441195
08949093	_has_part	09309666
00645241	_hypernym	00644583
12930778	_hypernym	12205694
02120692	_hypernym	01862557
02761696	_hypernym	03316406
07092158	_hypernym	07066659
06632097	_derivationally_related_form	00992518
00624263	_derivationally_related_form	06372095
07157273	_member_of_domain_usage	05033046
02656189	_derivationally_related_form	03492250
03000247	_synset_domain_topic_of	15259284
04074482	_derivationally_related_form	00082563
09044862	_member_of_domain_region	06727758
04642258	_derivationally_related_form	00202934
08798771	_derivationally_related_form	02974615
10568200	_synset_domain_topic_of	00475787
01252280	_derivationally_related_form	02590340
08740875	_has_part	08746636
05732756	_derivationally_related_form	00654625
09089923	_instance_hypernym	08524735
04444749	_hypernym	04014297
08801678	_has_part	08808292
14371913	_hypernym	14299637
09050730	_has_part	09093608
01654628	_derivationally_related_form	00911048
10468559	_derivationally_related_form	15266265
00128976	_synset_domain_topic_of	00471613
01976477	_member_meronym	01980993
01082606	_derivationally_related_form	01239064
06208751	_derivationally_related_form	02130300
08701719	_instance_hypernym	08574314
00462092	_derivationally_related_form	01147950
01238640	_also_see	01412346
00042311	_derivationally_related_form	01645601
05811884	_derivationally_related_form	01774426
12141495	_hypernym	12102133
14676042	_hypernym	14662574
09060768	_has_part	09166902
02196214	_synset_domain_topic_of	00243918
08049401	_derivationally_related_form	02589245
00241507	_synset_domain_topic_of	00468480
13624026	_hypernym	13616054
08806897	_has_part	04224671
03579355	_derivationally_related_form	01466543
06765044	_derivationally_related_form	01058574
anomaly:	02003601	_similar_to	02087551
10664340	_derivationally_related_form	00531490
01811441	_derivationally_related_form	07541053
08860123	_member_of_domain_region	08547300
09144117	_instance_hypernym	08524735
00164201	_derivationally_related_form	10514962
01634424	_derivationally_related_form	06757891
00880269	_derivationally_related_form	02163746
08846324	_instance_hypernym	08691669
01420928	_derivationally_related_form	10608803
06709112	_hypernym	06706676
00634586	_derivationally_related_form	00947857
05658603	_derivationally_related_form	02124748
02326198	_synset_domain_topic_of	01090446
01296505	_instance_hypernym	00956485
06442239	_instance_hypernym	06394865
09622302	_derivationally_related_form	01775535
09189411	_has_part	08971025
02677567	_derivationally_related_form	13924659
00807941	_derivationally_related_form	07209089
00260622	_derivationally_related_form	00265673
10286539	_derivationally_related_form	02464132
14577469	_hypernym	13920835
14650807	_hypernym	14625458
06683183	_hypernym	06681551
00763787	_synset_domain_topic_of	00759694
00883226	_derivationally_related_form	10274318
04766852	_derivationally_related_form	00400883
01498872	_hypernym	01494310
04390977	_derivationally_related_form	10691764
09811852	_derivationally_related_form	02950256
00298041	_derivationally_related_form	06220616
00704388	_derivationally_related_form	05784242
07757132	_hypernym	13138308
10006842	_derivationally_related_form	02584097
01167146	_derivationally_related_form	01612053
00315810	_derivationally_related_form	05747582
00783063	_derivationally_related_form	02571511
01573515	_derivationally_related_form	09410928
01328705	_derivationally_related_form	02671421
01895219	_hypernym	05220461
07274425	_derivationally_related_form	02040273
10764296	_hypernym	00007846
10532576	_derivationally_related_form	01983264
00154233	_derivationally_related_form	02447793
07556637	_derivationally_related_form	02281485
00583759	_derivationally_related_form	00747215
00179311	_hypernym	00173338
00421437	_derivationally_related_form	00071178
09952163	_derivationally_related_form	01647867
09340203	_instance_hypernym	09411430
00779360	_derivationally_related_form	15274695
00255389	_derivationally_related_form	15055936
08172103	_member_meronym	08957381
12628986	_hypernym	12651821
06083243	_hypernym	06037666
09097707	_instance_hypernym	08524735
01747374	_derivationally_related_form	06505517
15055633	_derivationally_related_form	00575970
01206218	_derivationally_related_form	10717589
13698949	_hypernym	13604718
13963970	_derivationally_related_form	02852920
07986381	_synset_domain_topic_of	08199025
00785690	_derivationally_related_form	10617193
05413241	_hypernym	05407119
02441022	_derivationally_related_form	09941964
08728749	_instance_hypernym	08524735
09369039	_hypernym	09376526
10072708	_derivationally_related_form	00796315
02578510	_derivationally_related_form	00516086
08860123	_member_of_domain_region	08311687
00759551	_derivationally_related_form	00764902
08230294	_hypernym	08227214
04026053	_hypernym	02727825
02473431	_derivationally_related_form	00209546
01256374	_hypernym	01659248
06999802	_hypernym	06873252
05632272	_derivationally_related_form	01635432
04693900	_derivationally_related_form	01551195
04982207	_derivationally_related_form	02190188
02764828	_derivationally_related_form	09983572
01640855	_derivationally_related_form	00062451
08772137	_instance_hypernym	08524735
01143838	_derivationally_related_form	10193026
00567291	_derivationally_related_form	04689198
13776137	_derivationally_related_form	00428870
00586262	_hypernym	00582388
01276970	_derivationally_related_form	03832405
15195928	_synset_domain_topic_of	06232880
01259005	_derivationally_related_form	00387897
08032594	_synset_domain_topic_of	00759694
02456031	_derivationally_related_form	00730538
05957238	_synset_domain_topic_of	08441203
05035264	_synset_domain_topic_of	08199025
00371264	_derivationally_related_form	05725527
00596692	_derivationally_related_form	09907196
01121948	_derivationally_related_form	10038929
00299217	_derivationally_related_form	01957529
00136329	_derivationally_related_form	01372556
04151228	_synset_domain_topic_of	03082979
02644050	_derivationally_related_form	07311661
01356750	_derivationally_related_form	04689198
01865197	_derivationally_related_form	05147940
14877234	_hypernym	14877585
11450869	_hypernym	11499284
01198307	_synset_domain_topic_of	08441203
01906823	_verb_group	01904930
08279524	_synset_domain_topic_of	08199025
10483530	_derivationally_related_form	00918312
05485554	_hypernym	05462674
02176268	_derivationally_related_form	04981139
00134564	_verb_group	00134328
03791235	_has_part	03243625
05591256	_hypernym	05289861
14560926	_derivationally_related_form	00209837
00348008	_derivationally_related_form	01877355
03045074	_derivationally_related_form	01321002
06690226	_synset_domain_topic_of	08199025
03863923	_hypernym	03419014
05061345	_derivationally_related_form	00438495
05251537	_hypernym	05250659
13541798	_hypernym	13459322
00716945	_derivationally_related_form	01484982
01439190	_derivationally_related_form	09901143
02987454	_derivationally_related_form	10341660
14779796	_derivationally_related_form	00219403
01202068	_derivationally_related_form	00840189
07565259	_derivationally_related_form	02656763
14341432	_hypernym	14336539
14627081	_hypernym	14625458
09998788	_hypernym	10294602
07812913	_hypernym	07809368
00858849	_derivationally_related_form	00016380
14578940	_hypernym	13920835
08271801	_hypernym	08198398
07954731	_hypernym	07951464
03684823	_has_part	03380461
01393714	_derivationally_related_form	02967782
05181199	_hypernym	05177285
05380822	_hypernym	05418717
00579564	_hypernym	00407535
07583197	_hypernym	07557434
07905979	_hypernym	07901587
10034906	_derivationally_related_form	02056971
15121625	_hypernym	00028270
07650792	_hypernym	07570720
01844653	_derivationally_related_form	00312932
13904843	_derivationally_related_form	01440801
09206985	_derivationally_related_form	02037472
14638517	_hypernym	14622893
02799897	_hypernym	04285146
05970012	_hypernym	06167328
07826453	_hypernym	07809368
14633957	_hypernym	14625458
02466111	_also_see	00959731
02090990	_hypernym	01850315
00226566	_derivationally_related_form	00374224
00341917	_hypernym	00339934
00272683	_hypernym	00126264
09763784	_hypernym	00007846
13310230	_hypernym	13308999
00453935	_derivationally_related_form	01140794
01658188	_derivationally_related_form	00923995
01426077	_derivationally_related_form	04764412
00606006	_derivationally_related_form	10787470
01502262	_member_meronym	01810466
06562993	_synset_domain_topic_of	08441203
09648743	_hypernym	09645091
00067999	_derivationally_related_form	14852913
00055142	_derivationally_related_form	13550318
15143477	_hypernym	15266911
01244410	_derivationally_related_form	07547805
03084204	_hypernym	02671421
14062725	_synset_domain_topic_of	03808564
00164072	_hypernym	01631072
01435380	_derivationally_related_form	01142519
07551691	_hypernym	07551052
00712389	_derivationally_related_form	00072808
08154960	_hypernym	07971582
01571578	_member_meronym	01572174
01939174	_derivationally_related_form	00447073
09928451	_hypernym	10053808
01621555	_derivationally_related_form	04007894
10340312	_derivationally_related_form	05718935
00059019	_derivationally_related_form	14046202
04021798	_derivationally_related_form	01853069
02628961	_hypernym	02627934
02415971	_hypernym	01864707
01306853	_hypernym	01380638
03906997	_derivationally_related_form	01698271
15242955	_hypernym	15113229
03101667	_derivationally_related_form	05079866
00967157	_hypernym	00965895
02652158	_derivationally_related_form	10171567
00861423	_hypernym	00860620
01724459	_verb_group	01725051
10248876	_hypernym	00007846
01888511	_derivationally_related_form	14004572
01750027	_hypernym	01657723
00789448	_derivationally_related_form	04401088
02614181	_derivationally_related_form	00004475
00311663	_also_see	00754873
09782167	_hypernym	10037385
00689344	_hypernym	00670261
00354452	_derivationally_related_form	07365849
09031653	_has_part	09032604
02587084	_hypernym	02586619
02040652	_derivationally_related_form	05072911
06725877	_hypernym	06722453
11390855	_instance_hypernym	10467395
02449060	_hypernym	01864707
12775717	_hypernym	12651821
08463063	_hypernym	07951464
01202728	_derivationally_related_form	00665358
04634833	_hypernym	04632157
01670172	_derivationally_related_form	03354903
02909006	_derivationally_related_form	00314469
13229747	_hypernym	13167078
12770277	_hypernym	11567411
02573918	_hypernym	01429349
12581381	_member_meronym	12591523
04683002	_hypernym	04682462
01318478	_hypernym	00015388
02016198	_hypernym	01507175
02122725	_hypernym	02121808
15142836	_hypernym	15113229
02416751	_derivationally_related_form	09935793
01975880	_member_meronym	01985947
12097556	_hypernym	13112664
00878456	_hypernym	00877127
01822936	_hypernym	01821996
08973776	_member_meronym	09724785
10616379	_hypernym	09631463
03758334	_hypernym	04073669
12892226	_member_meronym	12898959
13895549	_hypernym	13894434
01686956	_derivationally_related_form	06999436
02207206	_verb_group	02646757
09889941	_derivationally_related_form	02653996
02125032	_derivationally_related_form	00883139
00666058	_derivationally_related_form	05050379
01170052	_derivationally_related_form	07881800
01732921	_derivationally_related_form	09952539
12567316	_hypernym	11585340
01977684	_hypernym	01759182
01452633	_hypernym	01429349
11994336	_hypernym	11672400
12501745	_member_meronym	12555720
13111174	_hypernym	13109733
12117507	_hypernym	11556857
11721642	_hypernym	13122364
14359952	_hypernym	14299637
11641963	_hypernym	11630890
00612160	_derivationally_related_form	02760116
06037666	_hypernym	06037298
13215936	_hypernym	08103777
02459915	_hypernym	02656390
02589486	_hypernym	01432517
12039743	_member_meronym	12074678
12143572	_hypernym	11556857
00422090	_derivationally_related_form	07321772
12039743	_member_meronym	12046251
00943600	_synset_domain_topic_of	14046202
02273545	_member_meronym	02309337
12651229	_hypernym	13112664
02226013	_derivationally_related_form	03789946
anomaly:	07075172	_member_of_domain_usage	07968702
12529500	_hypernym	12205694
01312371	_derivationally_related_form	04149208
02256109	_derivationally_related_form	02500884
01955463	_member_meronym	01961736
01457576	_hypernym	01429349
01001689	_derivationally_related_form	14051494
00851587	_hypernym	00847340
00397953	_derivationally_related_form	02031158
00922438	_derivationally_related_form	06791372
01535005	_hypernym	01507175
04965661	_hypernym	04959672
02362601	_hypernym	02339413
02039377	_hypernym	01507175
01673503	_member_meronym	01673668
12169526	_hypernym	11534677
11769483	_hypernym	11567411
02444103	_hypernym	01864707
02635420	_hypernym	02627934
12862828	_hypernym	13112664
12612913	_hypernym	11555413
01826223	_hypernym	01504437
08688076	_instance_hypernym	08685677
00034574	_hypernym	00037396
02584004	_hypernym	01432517
01190840	_derivationally_related_form	07891726
02445276	_hypernym	01864707
02300018	_hypernym	01759182
11911591	_member_meronym	11988419
01157138	_derivationally_related_form	02339413
12960378	_hypernym	11545714
12280487	_member_meronym	12287388
10390427	_hypernym	10791221
02072209	_hypernym	01862557
01613463	_also_see	02326695
11622988	_hypernym	11554175
12030479	_hypernym	11579418
02752567	_derivationally_related_form	05061345
01886220	_member_meronym	02082358
00580512	_hypernym	00126264
00329831	_derivationally_related_form	08523483
07411645	_hypernym	07296428
12778219	_hypernym	13109733
08641113	_derivationally_related_form	09368224
11416722	_hypernym	11410625
12012897	_hypernym	11579418
10812550	_instance_hypernym	09987239
10059904	_derivationally_related_form	06072275
09907196	_derivationally_related_form	00596692
13195151	_hypernym	13167078
05748054	_derivationally_related_form	00650016
09060768	_has_part	09064966
02123672	_derivationally_related_form	00882961
02034986	_hypernym	02035919
02525866	_hypernym	01342529
00753428	_derivationally_related_form	06513366
08247251	_hypernym	08246613
00035189	_hypernym	00037396
00789534	_derivationally_related_form	02274299
02541139	_hypernym	01432517
10785085	_derivationally_related_form	00799383
02194599	_hypernym	01762525
02271570	_hypernym	02159955
12610933	_member_meronym	12611243
01472417	_synset_domain_topic_of	00766234
12714550	_hypernym	11585340
07130341	_derivationally_related_form	01044377
02718543	_hypernym	02604760
12194147	_hypernym	13104059
12871272	_hypernym	13118707
10255096	_derivationally_related_form	02208903
02509071	_hypernym	01864707
01455778	_hypernym	02528163
12190410	_hypernym	13109733
12939874	_hypernym	12205694
08949737	_instance_hypernym	08691669
02267060	_derivationally_related_form	13275288
01443998	_hypernym	01429349
10020031	_derivationally_related_form	02107588
01312810	_derivationally_related_form	04208210
06404147	_hypernym	06403393
02297742	_verb_group	02297948
02582591	_hypernym	01432517
08018189	_instance_hypernym	08392137
10279018	_derivationally_related_form	01624169
01016316	_derivationally_related_form	09775663
02784732	_hypernym	02681518
08853741	_has_part	08857099
01496843	_derivationally_related_form	03284120
03928116	_hypernym	03614532
02270326	_hypernym	01759182
07020239	_hypernym	06619065
00445940	_hypernym	00140123
01531265	_derivationally_related_form	04073669
08402442	_derivationally_related_form	10323182
00796315	_derivationally_related_form	00065791
13660337	_derivationally_related_form	13651520
00461493	_derivationally_related_form	04982207
00570205	_derivationally_related_form	13463490
15037339	_hypernym	00020090
13183489	_hypernym	11545714
01102997	_hypernym	01101913
15231415	_instance_hypernym	15113229
02237024	_derivationally_related_form	14875077
02238113	_hypernym	01762525
08918248	_instance_hypernym	08574314
02366825	_hypernym	01864707
08772667	_instance_hypernym	08524735
12934776	_hypernym	11585340
02298471	_derivationally_related_form	01113068
07075172	_member_of_domain_usage	10022908
03963294	_hypernym	03278248
00588598	_derivationally_related_form	09761403
01734502	_derivationally_related_form	04076533
09155306	_has_part	09357580
09112282	_has_part	09112857
08896645	_instance_hypernym	09388848
09544262	_synset_domain_topic_of	05985602
08846135	_instance_hypernym	08654360
09099526	_has_part	09100982
01852892	_hypernym	02016523
01124794	_derivationally_related_form	02442205
08764561	_instance_hypernym	09203827
07428450	_hypernym	00407535
10387712	_derivationally_related_form	02339413
02592250	_derivationally_related_form	08227214
08986691	_instance_hypernym	09388848
00845178	_derivationally_related_form	00052548
00636574	_derivationally_related_form	02710294
00592795	_derivationally_related_form	10140314
02079933	_verb_group	01061017
01886220	_member_meronym	02394068
12039743	_member_meronym	12063887
10019552	_derivationally_related_form	01962671
00589948	_derivationally_related_form	09894143
02432983	_hypernym	02430045
02663657	_hypernym	01429349
14584502	_hypernym	00020090
06158346	_derivationally_related_form	02858231
04073208	_hypernym	03748886
02871060	_synset_domain_topic_of	06084469
00114095	_derivationally_related_form	01871680
14379829	_derivationally_related_form	00772189
07450651	_derivationally_related_form	02490877
08963369	_instance_hypernym	08700255
10067968	_derivationally_related_form	00593613
01336635	_derivationally_related_form	04453910
00646738	_derivationally_related_form	01005579
01821996	_derivationally_related_form	04829550
13456715	_hypernym	13518963
12489268	_hypernym	13104059
13491616	_derivationally_related_form	00270561
10683349	_hypernym	09820263
02553196	_member_meronym	02571983
anomaly:	02009015	_member_meronym	01507175
07171785	_hypernym	07170753
02307547	_derivationally_related_form	13261916
09430416	_instance_hypernym	09475292
08860123	_member_of_domain_region	01177583
12033139	_hypernym	13085113
01040390	_derivationally_related_form	00823129
01683422	_synset_domain_topic_of	00933420
06672297	_derivationally_related_form	00871195
02288295	_derivationally_related_form	13259917
00636574	_derivationally_related_form	05774614
08926877	_instance_hypernym	09203827
07381864	_derivationally_related_form	02171664
08860123	_member_of_domain_region	07676425
08805565	_instance_hypernym	08524735
01499948	_derivationally_related_form	03064758
07384741	_derivationally_related_form	02187922
06736405	_synset_domain_topic_of	08441203
02431971	_derivationally_related_form	09770949
01094086	_derivationally_related_form	09889691
07168131	_derivationally_related_form	00759657
08860123	_member_of_domain_region	08143486
01797730	_derivationally_related_form	14477342
02161922	_derivationally_related_form	11455695
02460199	_derivationally_related_form	15274863
00939277	_derivationally_related_form	07232421
03446528	_has_part	02920369
11754188	_member_meronym	11762706
09127014	_instance_hypernym	09233715
00199490	_derivationally_related_form	00269258
00733454	_derivationally_related_form	05951566
12130408	_hypernym	11556857
08663156	_hypernym	08566028
08860123	_member_of_domain_region	10678937
02942699	_has_part	03531808
05088324	_derivationally_related_form	00969873
08848094	_instance_hypernym	08700255
10428004	_hypernym	10560637
14498404	_derivationally_related_form	00492706
09082540	_has_part	09083659
02862048	_has_part	02895154
13913427	_synset_domain_topic_of	06000644
00468583	_verb_group	00468236
00616153	_derivationally_related_form	05706629
02194495	_derivationally_related_form	00882702
01870043	_verb_group	01869563
00858781	_derivationally_related_form	01214746
09777353	_hypernym	10522035
09198106	_has_part	08541454
06522501	_derivationally_related_form	02208537
01841079	_derivationally_related_form	07311115
09031061	_instance_hypernym	08633957
00272123	_derivationally_related_form	00134564
02780916	_has_part	02799593
01819554	_derivationally_related_form	07254057
01053339	_hypernym	00983824
02249018	_synset_domain_topic_of	06128570
01621555	_verb_group	01640207
09133010	_has_part	09133500
02265177	_hypernym	01759182
02217266	_derivationally_related_form	01134037
10211203	_derivationally_related_form	00593837
08788887	_instance_hypernym	08524735
00836788	_derivationally_related_form	01198779
00955601	_derivationally_related_form	07137950
06135915	_derivationally_related_form	03002351
08766846	_instance_hypernym	08524735
02923745	_derivationally_related_form	09684609
06000644	_hypernym	05999797
00097504	_derivationally_related_form	01712704
00996969	_hypernym	00407535
11228039	_instance_hypernym	10450303
00638194	_synset_domain_topic_of	06090869
01483131	_derivationally_related_form	03870672
02112546	_derivationally_related_form	00662972
08860123	_member_of_domain_region	09262690
08860123	_member_of_domain_region	03540267
00589217	_derivationally_related_form	10249950
08981244	_member_of_domain_region	08011266
08860123	_member_of_domain_region	06700030
01482958	_hypernym	01587062
04524594	_hypernym	03309808
08980300	_instance_hypernym	09203827
08750822	_instance_hypernym	08524735
01477806	_derivationally_related_form	01320872
01383947	_derivationally_related_form	07786686
08860123	_member_of_domain_region	03457686
08039601	_synset_domain_topic_of	00759694
08860123	_member_of_domain_region	10604275
00500638	_derivationally_related_form	14674408
14065903	_hypernym	14061805
02343374	_derivationally_related_form	02787772
00608808	_derivationally_related_form	05833840
00127672	_derivationally_related_form	00229630
06229853	_derivationally_related_form	02952975
07638439	_hypernym	07635155
07187996	_derivationally_related_form	00782057
06855207	_derivationally_related_form	01531265
02063771	_derivationally_related_form	10684827
01364357	_synset_domain_topic_of	00243918
03295357	_hypernym	02716866
01453256	_derivationally_related_form	10492202
06515827	_derivationally_related_form	09855433
07251779	_derivationally_related_form	00858568
00276813	_derivationally_related_form	01531998
11067604	_instance_hypernym	10020890
01880531	_also_see	00683185
08860123	_member_of_domain_region	03318294
02466134	_derivationally_related_form	10592397
08131530	_has_part	08341330
01052618	_derivationally_related_form	01528821
01428853	_derivationally_related_form	00847340
00506377	_derivationally_related_form	03299929
08952190	_has_part	08952423
01268112	_derivationally_related_form	00718573
06845599	_member_of_domain_usage	03554131
08789243	_instance_hypernym	08552138
01182654	_derivationally_related_form	02582042
14019600	_hypernym	14204950
07632037	_hypernym	07628870
08860123	_member_of_domain_region	04032242
02556817	_derivationally_related_form	07180372
08904858	_instance_hypernym	08524735
00575720	_derivationally_related_form	15055633
05714466	_derivationally_related_form	01052248
04613158	_derivationally_related_form	01492052
00131018	_derivationally_related_form	03398467
01256417	_derivationally_related_form	09623038
01132980	_derivationally_related_form	02753881
00330160	_derivationally_related_form	02055649
00100253	_hypernym	06157326
07298154	_derivationally_related_form	01126051
00360485	_hypernym	00351638
02403408	_hypernym	02402825
07480896	_derivationally_related_form	01725712
02958343	_has_part	02974219
08798771	_member_of_domain_region	08037861
00904046	_derivationally_related_form	01227691
08860123	_member_of_domain_region	14686020
01239064	_derivationally_related_form	02450256
10995592	_derivationally_related_form	03067506
00442063	_derivationally_related_form	09402704
06880664	_derivationally_related_form	00624263
13520981	_hypernym	13489037
01008719	_hypernym	01494310
00066191	_derivationally_related_form	10773040
10012484	_derivationally_related_form	01070187
05755156	_derivationally_related_form	00604576
08129268	_has_part	08129621
08860123	_member_of_domain_region	15160418
10344922	_hypernym	00007846
02033137	_derivationally_related_form	13869327
00463246	_has_part	15233778
00336718	_verb_group	00336260
02862048	_has_part	04077594
00348571	_derivationally_related_form	01876907
00607114	_derivationally_related_form	05755883
03141702	_derivationally_related_form	00339085
00876442	_derivationally_related_form	09774266
05853449	_derivationally_related_form	01990281
15295416	_derivationally_related_form	02586619
06944348	_hypernym	06943771
02034986	_derivationally_related_form	13896100
03033019	_hypernym	04162998
09834378	_synset_domain_topic_of	00468480
00213794	_derivationally_related_form	02950018
06548671	_hypernym	06479665
01113867	_derivationally_related_form	02260770
13785136	_synset_domain_topic_of	06000644
07565259	_derivationally_related_form	01176897
05969194	_derivationally_related_form	09808080
08141664	_hypernym	08348815
00657016	_derivationally_related_form	01051801
07745197	_hypernym	07742704
01842508	_verb_group	01949966
05355527	_hypernym	05333777
01741446	_derivationally_related_form	00915722
13895852	_synset_domain_topic_of	00015388
01198779	_derivationally_related_form	03571155
14286885	_derivationally_related_form	01608508
00005526	_derivationally_related_form	00834460
04062644	_synset_domain_topic_of	08199025
07880583	_hypernym	07640203
15163005	_hypernym	15157041
09977326	_hypernym	09820263
10524413	_hypernym	09610660
05513302	_hypernym	05297523
13838386	_synset_domain_topic_of	08441203
03891851	_hypernym	04169152
00713952	_derivationally_related_form	01612084
01317916	_hypernym	00015388
10772190	_hypernym	09974648
03201208	_derivationally_related_form	01176897
03662016	_hypernym	03681148
00009631	_verb_group	01891817
04114069	_hypernym	02740764
08137738	_has_part	08138466
07806221	_hypernym	07557434
01252730	_derivationally_related_form	14956661
01576478	_derivationally_related_form	07801091
07643981	_derivationally_related_form	00507143
13618076	_hypernym	13600822
00377169	_derivationally_related_form	01259458
02687251	_derivationally_related_form	13875970
02386612	_also_see	01206474
03915437	_hypernym	03800933
01524523	_derivationally_related_form	11502102
00571643	_also_see	02102796
09930102	_hypernym	09974648
06709533	_hypernym	06598915
00841091	_derivationally_related_form	01240514
13486671	_hypernym	13526110
11689197	_hypernym	13135832
00358290	_derivationally_related_form	01394464
04552348	_hypernym	03510583
